idd,x,y,cc,year,month,day,dayn,hour,min
38978,18.67918896,-34.02575052,V,2016,3,24,5,20,30
38982,18.64941485,-34.01220114,V,2016,3,24,5,20,35
38985,18.65606009,-34.02713135,V,2016,3,24,5,23,30
38986,18.65994367,-34.02687244,V,2016,3,24,5,23,30
38989,18.64035316,-34.01573951,V,2016,3,25,6,1,5
38994,18.66097929,-34.01815596,V,2016,3,25,6,3,10
38995,18.66339574,-34.0248875,V,2016,3,25,6,10,30
39000,18.66546698,-34.02316146,V,2016,3,25,6,13,30
39001,18.66525125,-34.02061552,V,2016,3,25,6,15,40
39004,18.66486287,-34.02091762,V,2016,3,25,6,16,0
39007,18.65593045,-34.02001121,V,2016,3,25,6,16,30
39011,18.63390164,-34.01003535,V,2016,3,25,6,18,15
39013,18.63552003,-34.00609535,V,2016,3,25,6,19,0
39016,18.65288853,-34.01580401,V,2016,3,25,6,19,0
39021,18.64773139,-34.01200711,V,2016,3,25,6,20,15
39022,18.6657799,-34.0199508,V,2016,3,25,6,21,0
39025,18.66469026,-34.02678614,V,2016,3,25,6,21,40
39030,18.65994367,-34.02272996,S,2016,3,25,6,22,0
39032,18.63659887,-34.00991378,V,2016,3,25,6,23,15
39035,18.65502447,-34.02083132,V,2016,3,25,6,23,30
39039,18.65925325,-34.01737925,S,2016,3,26,7,0,0
39042,18.65103324,-34.01474688,V,2016,3,26,7,2,30
39043,18.63623279,-34.00661348,V,2016,3,26,7,2,30
39048,18.65297474,-34.01584714,V,2016,3,26,7,3,15
39050,18.66676157,-34.02018401,V,2016,3,26,7,4,0
39054,18.65735461,-34.01470389,V,2016,3,26,7,8,0
39056,18.67478757,-34.02350667,V,2016,3,26,7,12,0
39059,18.66736562,-34.02057241,V,2016,3,26,7,15,30
39062,18.65073529,-34.01165419,V,2016,3,26,7,19,45
39065,18.66417243,-34.02799451,V,2016,3,26,7,19,50
39068,18.6666752,-34.02169433,V,2016,3,26,7,20,30
39072,18.66684781,-34.019882,V,2016,3,26,7,22,0
39075,18.6535784,-34.02292386,V,2016,3,26,7,22,30
39076,18.66451766,-34.01919158,V,2016,3,26,7,23,20
39079,18.65433398,-34.02406765,V,2016,3,27,1,3,0
39083,18.65744092,-34.02091762,V,2016,3,27,1,12,45
39087,18.66771083,-34.02212584,V,2016,3,27,1,13,40
39089,18.66512177,-34.02065871,V,2016,3,27,1,15,5
39091,18.64691959,-34.015678,V,2016,3,27,1,16,30
39095,18.6568344,-34.0186039,V,2016,3,27,1,17,45
39098,18.67806704,-34.02669984,V,2016,3,27,1,18,45
39101,18.669742,-34.02879574,V,2016,3,27,1,19,30
39104,18.66677446,-34.02241352,V,2016,3,27,1,21,15
39107,18.65994367,-34.02419709,V,2016,3,27,1,21,45
39109,18.67944787,-34.03075602,V,2016,3,27,1,22,45
39113,18.66771083,-34.02143543,V,2016,3,28,2,0,0
39116,18.67234943,-34.02718525,V,2016,3,28,2,0,10
39120,18.64078467,-34.01358197,S,2016,3,28,2,0,15
39121,18.65027787,-34.01263265,V,2016,3,28,2,0,30
39125,18.64509976,-34.015308,V,2016,3,28,2,10,15
39128,18.64354633,-34.01427238,V,2016,3,28,2,12,0
39130,18.66753822,-34.02178064,V,2016,3,28,2,12,0
39134,18.65349251,-34.02467173,V,2016,3,28,2,13,0
39136,18.6655967,-34.02121938,V,2016,3,28,2,13,30
39139,18.66074184,-34.01806928,V,2016,3,28,2,18,30
39143,18.66072038,-34.01349567,V,2016,3,28,2,19,0
39147,18.66145388,-34.01591209,V,2016,3,29,3,4,50
39150,18.64156139,-34.01297786,V,2016,3,29,3,5,30
39153,18.63224131,-34.00710988,V,2016,3,29,3,10,25
39156,18.65778612,-34.02557791,V,2016,3,29,3,12,0
39158,18.6450132,-34.01315042,V,2016,3,29,3,12,45
39161,18.64620081,-34.01433698,V,2016,3,29,3,16,15
39164,18.67530538,-34.02445599,V,2016,3,29,3,16,30
39166,18.67892987,-34.03528738,V,2016,3,29,3,18,0
39171,18.66736562,-34.02419709,V,2016,3,29,3,20,20
39173,18.6700839,-34.02790811,P,2016,3,29,3,23,50
39177,18.66551,-34.02337712,V,2016,3,30,4,4,50
39180,18.66279163,-34.01867377,V,2016,3,30,4,6,30
39183,18.64095728,-34.01349567,V,2016,3,30,4,12,30
39184,18.63508876,-34.00607371,V,2016,3,30,4,15,30
39189,18.65580118,-34.02600942,V,2016,3,30,4,16,15
39190,18.65070938,-34.01194223,V,2016,3,30,4,18,40
39195,18.65070938,-34.01194223,V,2016,3,30,4,18,40
39197,18.65286692,-34.01246004,P,2016,3,30,4,19,30
39201,18.65303952,-34.01176963,V,2016,3,30,4,19,31
39203,18.66063408,-34.02583682,V,2016,3,31,5,3,0
39207,18.65640529,-34.02549161,P,2016,3,31,5,7,15
39208,18.65303952,-34.01194223,V,2016,3,31,5,8,0
39212,18.65752722,-34.0201409,V,2016,3,31,5,15,50
39216,18.66602802,-34.02799457,V,2016,3,31,5,16,40
39217,18.65821763,-34.01677513,V,2016,3,31,5,19,30
39220,18.64889704,-34.01056141,V,2016,3,31,5,20,15
48176,18.655461,-34.050306,V,2016,1,1,6,2,0
48178,18.652032,-34.018682,V,2016,1,1,6,3,0
48180,18.66844,-34.04643,P,2016,1,1,6,3,0
48182,18.652258,-34.030144,V,2016,1,1,6,5,0
48183,18.659844,-34.043712,V,2016,1,1,6,5,10
48186,18.663124,-34.041874,S,2016,1,1,6,6,0
48188,18.661834,-34.036403,V,2016,1,1,6,10,40
48189,18.67353,-34.029528,V,2016,1,1,6,19,29
48192,18.670808,-34.037911,V,2016,1,1,6,23,0
48194,18.656779,-34.050274,V,2016,1,2,7,1,30
48196,18.660714,-34.043281,V,2016,1,2,7,4,6
48198,18.673503,-34.029566,V,2016,1,2,7,7,10
48200,18.669236,-34.047651,V,2016,1,2,7,11,15
48201,18.66242,-34.033505,V,2016,1,2,7,16,0
48204,18.668086,-34.030869,V,2016,1,2,7,18,0
48206,18.66701,-34.04656,V,2016,1,2,7,21,10
48208,18.671969,-34.041307,V,2016,1,3,1,1,0
48210,18.680198,-34.042496,V,2016,1,3,1,2,30
48212,18.659504,-34.0399,V,2016,1,3,1,22,50
48214,18.658305,-34.037735,V,2016,1,4,2,16,0
48216,18.675257,-34.028636,V,2016,1,4,2,20,0
48218,18.66029,-34.043582,V,2016,1,6,4,20,15
48219,18.660481,-34.046812,V,2016,1,7,5,5,45
48222,18.662907,-34.031236,V,2016,1,7,5,11,0
48224,18.680144,-34.043293,V,2016,1,7,5,20,52
48226,18.656059,-34.03506,V,2016,1,8,6,15,10
48228,18.671788,-34.049373,P,2016,1,8,6,16,15
48230,18.6793,-34.039696,V,2016,1,8,6,21,20
48231,18.66501,-34.048365,V,2016,1,8,6,21,32
48233,18.67249,-34.04288,V,2016,1,9,7,16,4
48236,18.65542,-34.05076,V,2016,1,9,7,18,0
48237,18.661464,-34.04568,V,2016,1,9,7,18,30
48239,18.66581,-34.04386,V,2016,1,9,7,19,30
48242,18.65822,-34.04491,P,2016,1,9,7,22,0
48244,18.668563,-34.033688,V,2016,1,10,1,16,20
48246,18.671029,-34.049976,V,2016,1,10,1,19,30
48248,18.660379,-34.042095,V,2016,1,11,2,13,30
48249,18.664725,-34.04998,V,2016,1,11,2,21,5
48252,18.674194,-34.036083,V,2016,1,12,3,13,20
48253,18.674203,-34.036074,V,2016,1,12,3,13,20
48256,18.671609,-34.04729,P,2016,1,12,3,16,30
48258,18.669997,-34.049057,P,2016,1,12,3,18,20
48260,18.674525,-34.0492,V,2016,1,13,4,17,10
48262,18.672954,-34.031485,V,2016,1,14,5,2,40
48264,18.668476,-34.03162,P,2016,1,14,5,2,55
48266,18.659753,-34.034408,V,2016,1,14,5,13,15
48268,18.65641,-34.0502,V,2016,1,14,5,20,40
48269,18.660356,-34.047568,V,2016,1,14,5,22,0
48272,18.671997,-34.041391,V,2016,1,14,5,22,30
48274,18.655954,-34.043424,V,2016,1,15,6,14,0
48276,18.680401,-34.045015,S,2016,1,15,6,15,45
48278,18.680401,-34.045015,S,2016,1,15,6,15,46
48279,18.664323,-34.033764,V,2016,1,15,6,16,40
48282,18.657465,-34.039858,V,2016,1,15,6,22,0
48284,18.660664,-34.037299,V,2016,1,16,7,2,30
48286,18.656019,-34.043443,V,2016,1,16,7,14,45
48287,18.67931,-34.039686,V,2016,1,16,7,20,15
48290,18.652409,-34.018154,S,2016,1,16,7,21,0
48292,18.661262,-34.056266,V,2016,1,17,1,3,0
48294,18.667795,-34.036579,V,2016,1,17,1,20,30
48296,18.664044,-34.054216,V,2016,1,18,2,9,30
48298,18.655375,-34.034799,S,2016,1,18,2,14,0
48300,18.66036,-34.042802,V,2016,1,18,2,21,45
48302,18.664746,-34.043296,V,2016,1,19,3,12,0
48304,18.664694,-34.039359,V,2016,1,20,4,14,30
48306,18.674207,-34.030338,S,2016,1,21,5,15,0
48308,18.65968,-34.049747,V,2016,1,21,5,20,40
48310,18.675386,-34.035813,V,2016,1,22,6,11,30
48312,18.677672,-34.039288,P,2016,1,22,6,14,35
48314,18.654416,-34.017461,V,2016,1,22,6,18,30
48316,18.670588,-34.036807,V,2016,1,22,6,20,10
48317,18.66047,-34.036919,V,2016,1,23,7,0,30
48319,18.66569,-34.041768,V,2016,1,23,7,9,17
48322,18.66715,-34.04466,P,2016,1,23,7,11,45
48324,18.66916,-34.04861,P,2016,1,23,7,15,20
48326,18.65854,-34.036768,P,2016,1,23,7,16,50
48328,18.683218,-34.041686,V,2016,1,23,7,17,0
48330,18.664239,-34.053956,P,2016,1,23,7,18,15
48332,18.670731,-34.049641,V,2016,1,23,7,21,0
48334,18.663857,-34.041889,V,2016,1,24,1,0,10
48336,18.6651,-34.04378,V,2016,1,24,1,11,30
48338,18.6651,-34.04378,V,2016,1,24,1,11,30
48340,18.679834,-34.042115,V,2016,1,24,1,19,20
48342,18.659267,-34.050905,V,2016,1,24,1,20,55
48344,18.655976,-34.038281,S,2016,1,24,1,21,10
48345,18.662416,-34.049065,V,2016,1,24,1,22,0
48348,18.673001,-34.031513,V,2016,1,24,1,22,10
48349,18.660245,-34.052939,V,2016,1,24,1,23,0
48352,18.66124,-34.04433,P,2016,1,25,2,12,55
48353,18.67102,-34.049967,V,2016,1,26,3,6,0
48355,18.65957,-34.04718,V,2016,1,27,4,0,28
48358,18.663628,-34.03334,V,2016,1,28,5,11,50
48359,18.665043,-34.044285,V,2016,1,28,5,19,0
48362,18.653728,-34.033156,V,2016,1,29,6,23,10
48363,18.671562,-34.030672,V,2016,1,30,7,0,0
48366,18.653287,-34.031504,S,2016,1,30,7,0,30
48367,18.666068,-34.033068,V,2016,1,30,7,4,45
48370,18.675839,-34.032017,V,2016,1,30,7,16,20
48372,18.676044,-34.031973,V,2016,1,30,7,19,50
48374,18.66212,-34.04887,V,2016,1,30,7,22,0
48376,18.663343,-34.035498,S,2016,1,31,1,6,30
48378,18.668294,-34.047381,V,2016,1,31,1,17,40
48380,18.6613,-34.0436,V,2016,1,31,1,21,0
48382,18.651353,-34.036629,V,2016,1,31,1,21,10
48384,18.654229,-34.038368,V,2016,1,31,1,22,30
48385,18.658824,-34.037758,V,2016,1,31,1,23,0
48388,18.671517,-34.039911,V,2016,2,1,2,0,10
48390,18.670007,-34.037118,V,2016,2,1,2,1,0
48392,18.676082,-34.040682,V,2016,2,1,2,5,5
48394,18.652258,-34.01823,V,2016,2,1,2,5,34
48396,18.668469,-34.047487,V,2016,2,1,2,6,30
48397,18.6651,-34.04378,V,2016,2,1,2,11,35
48399,18.661205,-34.042567,V,2016,2,1,2,12,45
48401,18.652603,-34.055754,V,2016,2,1,2,16,15
48404,18.680847,-34.044138,V,2016,2,1,2,17,45
48406,18.658834,-34.037746,V,2016,2,2,3,21,0
48407,18.658892,-34.052928,V,2016,2,2,3,21,25
48410,18.677302,-34.03636,V,2016,2,3,4,8,15
48412,18.656019,-34.043396,V,2016,2,3,4,22,0
48413,18.662098,-34.05416,V,2016,2,4,5,18,30
48416,18.675101,-34.031081,V,2016,2,4,5,21,36
48418,18.674323,-34.031176,V,2016,2,5,6,11,45
48420,18.677779,-34.035006,V,2016,2,6,7,0,0
48422,18.664415,-34.039814,V,2016,2,6,7,3,30
48424,18.656472,-34.036243,V,2016,2,6,7,7,30
48426,18.6693,-34.035649,V,2016,2,6,7,17,0
48428,18.673303,-34.031425,V,2016,2,6,7,17,0
48430,18.659648,-34.058422,V,2016,2,6,7,20,30
48432,18.65618,-34.035041,V,2016,2,6,7,22,30
48434,18.669601,-34.036704,V,2016,2,6,7,22,30
48436,18.669601,-34.036403,V,2016,2,6,7,22,30
48438,18.662585,-34.033241,V,2016,2,6,7,23,30
48440,18.671977,-34.032845,V,2016,2,7,1,2,5
48442,18.672467,-34.047073,V,2016,2,7,1,9,40
48444,18.66925,-34.04202,V,2016,2,7,1,13,40
48446,18.654574,-34.017461,V,2016,2,7,1,14,0
48448,18.659497,-34.05812,V,2016,2,7,1,16,0
48449,18.654787,-34.03364,V,2016,2,7,1,19,0
48452,18.65772,-34.039947,V,2016,2,7,1,19,50
48453,18.655201,-34.043151,V,2016,2,7,1,21,0
48456,18.66465,-34.04734,P,2016,2,7,1,21,10
48457,18.673856,-34.029435,V,2016,2,8,2,16,0
48460,18.675478,-34.039324,V,2016,2,9,3,11,45
48461,18.659572,-34.058346,V,2016,2,10,4,7,0
48464,18.66296,-34.049038,V,2016,2,10,4,13,30
48466,18.653755,-34.017643,V,2016,2,10,4,17,0
48468,18.65545,-34.05119,S,2016,2,10,4,18,5
48470,18.65545,-34.05119,S,2016,2,10,4,18,11
48472,18.65173,-34.018833,V,2016,2,10,4,19,15
48474,18.658909,-34.043491,S,2016,2,11,5,14,15
48476,18.660374,-34.04754,V,2016,2,11,5,14,30
48478,18.664053,-34.042331,V,2016,2,11,5,18,0
48480,18.66755,-34.032312,V,2016,2,11,5,18,0
48482,18.668535,-34.03366,V,2016,2,11,5,23,0
48484,18.659614,-34.034873,V,2016,2,12,6,6,22
48486,18.675628,-34.043449,V,2016,2,12,6,8,5
48488,18.653796,-34.036721,V,2016,2,12,6,21,0
48490,18.660359,-34.046534,V,2016,2,12,6,21,0
48492,18.673232,-34.032252,V,2016,2,12,6,23,30
48493,18.653183,-34.017979,V,2016,2,13,7,17,20
48496,18.666061,-34.033367,P,2016,2,14,1,1,0
48497,18.655048,-34.044245,V,2016,2,14,1,10,50
48500,18.679324,-34.037572,V,2016,2,14,1,20,0
48502,18.681211,-34.041967,V,2016,2,15,2,0,30
48504,18.653389,-34.036855,V,2016,2,16,3,19,0
48506,18.661262,-34.051209,V,2016,2,16,3,21,30
48508,18.662224,-34.038772,V,2016,2,16,3,21,40
48510,18.657465,-34.033273,V,2016,2,17,4,5,40
48512,18.662195,-34.056091,V,2016,2,17,4,6,30
48514,18.659572,-34.058572,V,2016,2,17,4,16,30
48516,18.672693,-34.047578,P,2016,2,18,5,9,0
48517,18.68017,-34.042496,V,2016,2,18,5,9,30
48520,18.660486,-34.043526,V,2016,2,18,5,13,0
48522,18.660634,-34.043479,V,2016,2,18,5,13,0
48524,18.670431,-34.037383,V,2016,2,19,6,6,25
48526,18.661202,-34.058557,V,2016,2,19,6,12,30
48528,18.669398,-34.041322,V,2016,2,20,7,15,30
48530,18.673726,-34.029473,V,2016,2,21,1,21,30
48532,18.653857,-34.037825,V,2016,2,21,1,22,40
48533,18.660018,-34.045723,V,2016,2,22,2,7,35
48536,18.651956,-34.018607,V,2016,2,22,2,13,40
48538,18.68312,-34.041542,V,2016,2,23,3,11,10
48540,18.668168,-34.042803,P,2016,2,23,3,13,30
48542,18.672164,-34.042042,V,2016,2,23,3,18,0
48544,18.672954,-34.031494,V,2016,2,24,4,5,30
48546,18.675184,-34.035536,P,2016,2,25,5,13,0
48547,18.658727,-34.035222,V,2016,2,25,5,23,10
48550,18.66422,-34.040149,V,2016,2,26,6,10,15
48551,18.662684,-34.046188,V,2016,2,26,6,21,0
48554,18.670672,-34.036918,V,2016,2,27,7,1,0
48555,18.667471,-34.050467,V,2016,2,27,7,2,15
48558,18.655821,-34.043063,V,2016,2,27,7,18,45
48559,18.661294,-34.050827,V,2016,2,28,1,1,0
48562,18.658169,-34.042098,V,2016,2,28,1,1,50
48564,18.653685,-34.033076,V,2016,2,28,1,18,40
48566,18.655425,-34.052766,V,2016,2,28,1,18,40
48567,18.653812,-34.03313,V,2016,2,28,1,19,0
48570,18.668772,-34.03595,V,2016,2,28,1,23,0
48572,18.656008,-34.042245,P,2016,2,29,2,0,20
48573,18.660569,-34.046213,V,2016,2,29,2,6,10
48576,18.662507,-34.046118,V,2016,2,29,2,6,10
48578,18.667976,-34.037639,V,2016,2,29,2,13,0
48580,18.655199,-34.038062,V,2016,2,29,2,19,0
48582,18.66136,-34.04659,P,2016,3,1,3,6,30
48583,18.65354,-34.037911,V,2016,3,1,3,10,40
48586,18.670508,-34.04793,P,2016,3,2,4,6,40
48587,18.678751,-34.043669,V,2016,3,2,4,12,30
48589,18.671853,-34.048707,V,2016,3,2,4,14,0
48592,18.669575,-34.04298,V,2016,3,2,4,15,0
48594,18.660813,-34.037243,V,2016,3,2,4,15,0
48596,18.654667,-34.017443,V,2016,3,2,4,21,50
48597,18.655178,-34.038454,V,2016,3,2,4,23,30
48599,18.660476,-34.043498,V,2016,3,3,5,6,30
48602,18.661653,-34.031179,V,2016,3,3,5,8,30
48604,18.660816,-34.044616,V,2016,3,3,5,16,0
48606,18.651956,-34.018531,S,2016,3,3,5,21,15
48608,18.679503,-34.040294,V,2016,3,4,6,8,15
48609,18.679047,-34.040397,V,2016,3,4,6,8,15
48612,18.658034,-34.043239,V,2016,3,4,6,13,0
48614,18.66458,-34.04807,S,2016,3,4,6,21,45
48616,18.656405,-34.044848,V,2016,3,4,6,23,55
48618,18.661542,-34.04429,V,2016,3,5,7,10,20
48620,18.677443,-34.040302,S,2016,3,5,7,16,15
48622,18.669654,-34.049523,V,2016,3,5,7,21,0
48624,18.655211,-34.043151,V,2016,3,5,7,21,0
48626,18.655199,-34.038439,V,2016,3,5,7,21,10
48627,18.65653,-34.05285,V,2016,3,6,1,1,0
48630,18.651956,-34.018607,V,2016,3,6,1,6,0
48632,18.667618,-34.036123,V,2016,3,6,1,6,10
48634,18.674295,-34.031176,V,2016,3,6,1,6,40
48636,18.668535,-34.033688,V,2016,3,6,1,19,20
48637,18.673132,-34.043101,V,2016,3,6,1,21,50
48640,18.658821,-34.037825,V,2016,3,6,1,22,10
48642,18.663872,-34.043276,V,2016,3,7,2,2,49
48644,18.66403,-34.031816,V,2016,3,7,2,20,55
48646,18.663189,-34.042183,P,2016,3,7,2,21,30
48648,18.673856,-34.029463,S,2016,3,8,3,15,0
48650,18.672241,-34.049599,V,2016,3,8,3,18,30
48652,18.670233,-34.044397,V,2016,3,8,3,21,0
48654,18.665097,-34.038545,P,2016,3,9,4,1,45
48656,18.66642,-34.04924,P,2016,3,9,4,5,10
48658,18.664183,-34.041852,P,2016,3,9,4,7,0
48660,18.667637,-34.036133,V,2016,3,9,4,19,0
48662,18.670389,-34.050174,V,2016,3,10,5,9,15
48664,18.66717,-34.04752,P,2016,3,11,6,2,20
48666,18.677491,-34.036686,V,2016,3,11,6,3,0
48668,18.652258,-34.018305,V,2016,3,11,6,4,30
48670,18.661772,-34.045918,V,2016,3,11,6,9,35
48672,18.657471,-34.044577,V,2016,3,11,6,11,30
48674,18.66458,-34.04807,P,2016,3,11,6,12,45
48676,18.672816,-34.039777,V,2016,3,11,6,15,15
48677,18.672014,-34.049901,V,2016,3,11,6,17,0
48680,18.671864,-34.049901,P,2016,3,11,6,17,0
48682,18.651654,-34.018531,V,2016,3,12,7,10,0
48684,18.657008,-34.043039,S,2016,3,12,7,13,0
48685,18.664677,-34.043395,V,2016,3,12,7,14,0
48688,18.653615,-34.039645,V,2016,3,12,7,20,10
48690,18.67075,-34.031166,V,2016,3,12,7,20,30
48692,18.683162,-34.041676,V,2016,3,12,7,21,50
48694,18.652182,-34.01823,V,2016,3,12,7,23,10
48695,18.671732,-34.041568,V,2016,3,12,7,23,20
48698,18.655672,-34.045093,V,2016,3,13,1,0,40
48700,18.671034,-34.030987,V,2016,3,13,1,7,30
48702,18.65791,-34.04927,V,2016,3,13,1,13,40
48704,18.656958,-34.052153,V,2016,3,13,1,16,25
48706,18.66477,-34.030302,S,2016,3,13,1,20,30
48708,18.678924,-34.038242,V,2016,3,13,1,23,30
48710,18.654248,-34.017424,V,2016,3,14,2,0,0
48712,18.667131,-34.036279,V,2016,3,14,2,19,15
48714,18.65522,-34.051093,V,2016,3,16,4,4,45
48716,18.671788,-34.030219,V,2016,3,16,4,16,30
48717,18.671705,-34.032383,V,2016,3,16,4,16,30
48720,18.654993,-34.038643,P,2016,3,17,5,10,30
48722,18.680438,-34.04508,V,2016,3,18,6,11,30
48724,18.65594,-34.04878,P,2016,3,18,6,17,30
48726,18.664555,-34.039554,V,2016,3,19,7,16,10
48728,18.656074,-34.043356,V,2016,3,19,7,19,0
48730,18.654369,-34.032029,V,2016,3,19,7,22,15
48732,18.658196,-34.053203,V,2016,3,19,7,22,40
48734,18.658848,-34.043991,V,2016,3,19,7,22,45
48736,18.660222,-34.052249,V,2016,3,19,7,23,45
48737,18.662815,-34.036629,V,2016,3,20,1,0,15
48740,18.656933,-34.038062,V,2016,3,20,1,1,30
48742,18.667665,-34.036226,V,2016,3,20,1,15,30
48744,18.656815,-34.035817,V,2016,3,20,1,17,30
48746,18.660501,-34.044437,V,2016,3,20,1,18,15
48747,18.673044,-34.031651,V,2016,3,20,1,20,35
48750,18.677811,-34.040381,V,2016,3,20,1,21,21
48752,18.673975,-34.029993,V,2016,3,20,1,22,10
48754,18.67761,-34.040265,V,2016,3,21,2,1,10
48755,18.662842,-34.046279,V,2016,3,21,2,15,0
