idd,x,y,cc,year,month,day,dayn,hour,min
48757,18.662842,-34.046279,V,2016,3,21,2,15,0
48760,18.670757,-34.029734,V,2016,3,21,2,16,26
48762,18.679303,-34.03761,V,2016,3,21,2,20,0
48764,18.659572,-34.058874,V,2016,3,21,2,21,9
48765,18.67987,-34.043059,V,2016,3,21,2,21,30
48767,18.67409,-34.04121,V,2016,3,22,3,0,0
48770,18.670638,-34.037008,S,2016,3,23,4,4,45
48772,18.675156,-34.04231,V,2016,3,23,4,9,0
48774,18.65606,-34.05159,V,2016,3,23,4,13,40
48775,18.673938,-34.035423,V,2016,3,23,4,15,30
48778,18.658196,-34.053203,V,2016,3,23,4,21,15
48780,18.66456,-34.043138,P,2016,3,24,5,15,0
48781,18.679651,-34.03964,V,2016,3,25,6,10,30
48784,18.673349,-34.032792,V,2016,3,25,6,13,30
48786,18.659648,-34.058497,V,2016,3,25,6,14,0
48788,18.680309,-34.04138,V,2016,3,25,6,19,50
48789,18.66918,-34.0418,V,2016,3,25,6,20,0
48792,18.683572,-34.043333,V,2016,3,25,6,22,0
48793,18.664931,-34.038842,V,2016,3,26,7,1,0
48796,18.654595,-34.038137,V,2016,3,26,7,8,15
48797,18.668284,-34.047362,V,2016,3,26,7,17,15
48800,18.665362,-34.045063,V,2016,3,27,1,22,50
48802,18.66416,-34.031993,V,2016,3,28,2,1,20
48804,18.659572,-34.058648,V,2016,3,28,2,7,15
48806,18.657777,-34.040248,V,2016,3,28,2,13,0
48808,18.680021,-34.04231,V,2016,3,29,3,5,45
48810,18.660835,-34.046814,V,2016,3,29,3,6,5
48812,18.677909,-34.038195,V,2016,3,29,3,12,0
48814,18.677909,-34.038195,V,2016,3,29,3,12,0
48815,18.65354,-34.038439,V,2016,3,29,3,12,5
48818,18.673124,-34.033265,V,2016,3,30,4,11,30
48820,18.681749,-34.043799,V,2016,3,30,4,14,40
48822,18.653758,-34.03673,S,2016,3,30,4,16,0
48823,18.671969,-34.049373,V,2016,3,30,4,16,0
48826,18.65956,-34.040049,P,2016,3,30,4,21,10
48828,18.659497,-34.058723,S,2016,3,30,4,23,0
48830,18.683511,-34.042021,V,2016,3,31,5,1,20
64686,18.693249,-34.058631,V,2016,1,1,6,20,30
64687,18.699252,-34.040136,S,2016,1,1,6,20,0
64688,18.676221,-34.048799,V,2016,1,1,6,19,20
64689,18.699415,-34.051742,V,2016,1,1,6,12,30
64690,18.696435,-34.04216,V,2016,1,1,6,9,30
64691,18.682169,-34.070371,V,2016,1,1,6,6,30
64692,18.712352,-34.053245,V,2016,1,1,6,6,20
64693,18.677649,-34.062099,V,2016,1,1,6,15,20
64694,18.675285,-34.060899,V,2016,1,1,6,14,45
64695,18.712241,-34.05614,V,2016,1,1,6,11,15
64696,18.665866,-34.054053,V,2016,1,1,6,1,42
64697,18.685758,-34.043371,V,2016,1,1,6,0,30
64698,18.696803,-34.050212,V,2016,1,1,6,0,20
64699,18.686596,-34.041855,V,2016,1,1,6,21,30
64700,18.673265,-34.054544,V,2016,1,1,6,20,35
64701,18.685275,-34.042952,V,2016,1,1,6,20,30
64702,18.700217,-34.048231,V,2016,1,1,6,19,35
64703,18.701883,-34.049207,V,2016,1,1,6,18,30
64704,18.673907,-34.054404,V,2016,1,1,6,10,15
64705,18.684865,-34.062485,V,2016,1,1,6,6,30
64706,18.68093,-34.057527,V,2016,1,1,6,4,0
64707,18.666238,-34.05263,V,2016,1,1,6,2,45
64708,18.667029,-34.054016,V,2016,1,1,6,1,45
64709,18.692569,-34.048984,V,2016,1,2,7,6,15
64710,18.707283,-34.053875,V,2016,1,2,7,20,30
64711,18.708784,-34.044291,V,2016,1,2,7,22,1
64712,18.711837,-34.044644,V,2016,1,2,7,20,20
64713,18.683788,-34.071739,V,2016,1,2,7,18,45
64714,18.703561,-34.040442,V,2016,1,2,7,9,0
64715,18.680801,-34.071162,V,2016,1,2,7,2,0
64716,18.708704,-34.049325,V,2016,1,3,1,20,0
64717,18.708671,-34.040534,V,2016,1,3,1,21,21
64718,18.699294,-34.052802,V,2016,1,3,1,5,30
64719,18.668925,-34.054314,S,2016,1,3,1,3,0
64720,18.710653,-34.050097,S,2016,1,3,1,3,0
64721,18.671209,-34.057763,V,2016,1,3,1,3,0
64722,18.71072,-34.052457,V,2016,1,3,1,21,40
64723,18.669475,-34.053137,V,2016,1,3,1,20,15
64724,18.668925,-34.054314,V,2016,1,3,1,3,0
64725,18.71137,-34.049446,S,2016,1,4,2,11,0
64726,18.708205,-34.041334,V,2016,1,4,2,18,0
64727,18.696956,-34.043063,V,2016,1,4,2,21,10
64728,18.712764,-34.047011,V,2016,1,4,2,20,30
64729,18.71123,-34.049911,V,2016,1,4,2,5,15
64730,18.696658,-34.04177,P,2016,1,4,2,10,30
64731,18.693343,-34.064282,V,2016,1,4,2,0,30
64732,18.712736,-34.046946,V,2016,1,5,3,20,10
64733,18.678947,-34.054868,V,2016,1,5,3,7,45
64734,18.69992,-34.04811,P,2016,1,5,3,22,25
64735,18.712801,-34.046871,P,2016,1,5,3,3,0
64736,18.673284,-34.054516,V,2016,1,6,4,16,0
64737,18.710653,-34.049986,V,2016,1,6,4,7,15
64738,18.694414,-34.059418,P,2016,1,6,4,14,0
64739,18.703996,-34.038167,V,2016,1,6,4,23,30
64740,18.682274,-34.056899,V,2016,1,6,4,12,15
64741,18.687926,-34.041855,V,2016,1,7,5,13,0
64742,18.712838,-34.047029,V,2016,1,7,5,7,0
64743,18.712931,-34.046946,V,2016,1,7,5,14,10
64744,18.682009,-34.056922,V,2016,1,7,5,17,24
64745,18.677667,-34.062099,V,2016,1,7,5,23,15
64746,18.670744,-34.058005,V,2016,1,7,5,21,10
64747,18.664225,-34.054888,V,2016,1,8,6,7,15
64748,18.671051,-34.05753,V,2016,1,8,6,11,40
64749,18.683191,-34.046553,P,2016,1,8,6,3,50
64750,18.678565,-34.048586,V,2016,1,8,6,23,0
64751,18.710629,-34.055549,S,2016,1,9,7,3,0
64752,18.68587,-34.04339,V,2016,1,9,7,15,0
64753,18.678656,-34.047866,V,2016,1,9,7,8,30
64754,18.691262,-34.04992,V,2016,1,9,7,20,15
64755,18.664058,-34.055818,V,2016,1,9,7,16,30
64756,18.692132,-34.04877,V,2016,1,10,1,2,15
64757,18.710551,-34.050377,V,2016,1,10,1,22,0
64758,18.699995,-34.043493,V,2016,1,10,1,23,0
64759,18.677528,-34.05754,V,2016,1,10,1,22,20
64760,18.675765,-34.071632,V,2016,1,10,1,22,15
64761,18.680444,-34.052564,V,2016,1,10,1,16,45
64762,18.687521,-34.049841,V,2016,1,10,1,14,50
64763,18.709607,-34.049614,V,2016,1,10,1,9,35
64764,18.692132,-34.04877,V,2016,1,10,1,2,15
64765,18.667422,-34.058079,V,2016,1,10,1,14,0
64766,18.689859,-34.057285,V,2016,1,10,1,13,10
64767,18.702763,-34.052028,V,2016,1,10,1,11,45
64768,18.685135,-34.043594,V,2016,1,11,2,0,5
64769,18.694325,-34.050112,V,2016,1,11,2,14,0
64770,18.710737,-34.050209,V,2016,1,11,2,0,1
64771,18.680444,-34.052471,V,2016,1,12,3,10,10
64772,18.710239,-34.056544,S,2016,1,12,3,12,0
64773,18.675598,-34.071436,V,2016,1,12,3,12,30
64774,18.707554,-34.041361,V,2016,1,12,3,7,50
64775,18.693229,-34.057878,V,2016,1,12,3,17,15
64776,18.710183,-34.056563,V,2016,1,13,4,13,40
64777,18.694096,-34.058529,V,2016,1,13,4,7,30
64778,18.691946,-34.049236,V,2016,1,13,4,18,20
64779,18.680406,-34.052555,V,2016,1,13,4,11,15
64780,18.693871,-34.058232,V,2016,1,13,4,5,0
64781,18.708919,-34.059434,V,2016,1,13,4,22,30
64782,18.695864,-34.050482,V,2016,1,14,5,8,7
64783,18.714833,-34.049014,V,2016,1,14,5,6,30
64784,18.685481,-34.071875,V,2016,1,15,6,14,15
64785,18.677481,-34.062034,V,2016,1,15,6,11,50
64786,18.689814,-34.045918,V,2016,1,15,6,22,0
64787,18.678002,-34.063039,V,2016,1,15,6,10,30
64788,18.710192,-34.056535,V,2016,1,16,7,22,10
64789,18.712792,-34.046908,S,2016,1,16,7,16,0
64790,18.683071,-34.071944,V,2016,1,16,7,22,42
64791,18.683071,-34.071944,V,2016,1,16,7,22,40
64792,18.701866,-34.046883,V,2016,1,16,7,2,45
64793,18.668498,-34.054449,V,2016,1,16,7,20,30
64794,18.715801,-34.049563,V,2016,1,16,7,8,0
64795,18.702809,-34.051721,V,2016,1,16,7,19,10
64796,18.711676,-34.05312,V,2016,1,16,7,15,15
64797,18.687054,-34.063195,V,2016,1,16,7,22,0
64798,18.710588,-34.050135,V,2016,1,16,7,18,0
64799,18.685228,-34.041883,V,2016,1,16,7,17,35
64800,18.702775,-34.045862,S,2016,1,17,1,3,0
64801,18.702642,-34.05174,V,2016,1,17,1,21,5
64802,18.693229,-34.057971,V,2016,1,17,1,5,10
64803,18.685656,-34.043315,S,2016,1,17,1,17,30
64804,18.697502,-34.041207,V,2016,1,17,1,12,20
64805,18.675598,-34.071343,V,2016,1,17,1,9,20
64806,18.712699,-34.04689,P,2016,1,17,1,12,15
64807,18.707424,-34.041287,V,2016,1,17,1,20,40
64808,18.710541,-34.050107,V,2016,1,17,1,19,10
64809,18.693164,-34.057859,V,2016,1,17,1,3,30
64810,18.705022,-34.043431,V,2016,1,18,2,15,10
64811,18.702744,-34.051749,V,2016,1,18,2,20,10
64812,18.702819,-34.051712,V,2016,1,18,2,23,29
64813,18.712671,-34.046834,V,2016,1,18,2,18,15
64814,18.681781,-34.054038,V,2016,1,18,2,13,30
64815,18.693726,-34.049938,V,2016,1,18,2,10,15
64816,18.681036,-34.059832,V,2016,1,18,2,6,30
64817,18.711873,-34.040719,P,2016,1,18,2,16,40
64818,18.693975,-34.049514,V,2016,1,18,2,12,0
64819,18.694411,-34.059111,V,2016,1,18,2,6,43
64820,18.67333,-34.05459,V,2016,1,18,2,1,20
64821,18.684846,-34.062373,V,2016,1,19,3,4,55
64822,18.710229,-34.056489,V,2016,1,19,3,15,35
64823,18.66732,-34.058135,V,2016,1,20,4,15,35
64824,18.675756,-34.07139,V,2016,1,20,4,13,0
64825,18.668396,-34.054588,V,2016,1,20,4,5,30
64826,18.710363,-34.047706,V,2016,1,20,4,21,40
64827,18.702861,-34.038399,V,2016,1,21,5,12,30
64828,18.697678,-34.049766,V,2016,1,21,5,18,0
64829,18.675709,-34.071176,V,2016,1,21,5,17,30
64830,18.687102,-34.050204,V,2016,1,22,6,6,0
64831,18.714917,-34.053424,V,2016,1,22,6,23,50
64832,18.704322,-34.037953,V,2016,1,22,6,16,10
64833,18.693136,-34.058138,V,2016,1,22,6,1,45
64834,18.686549,-34.054062,V,2016,1,22,6,14,15
64835,18.663295,-34.05606,V,2016,1,22,6,5,15
64836,18.678519,-34.055156,V,2016,1,22,6,4,30
64837,18.715159,-34.053182,V,2016,1,22,6,20,10
64838,18.683588,-34.064197,V,2016,1,22,6,19,14
64839,18.678226,-34.057354,V,2016,1,22,6,3,0
64840,18.663332,-34.055874,V,2016,1,23,7,7,30
64841,18.680638,-34.055063,V,2016,1,23,7,22,25
64842,18.712066,-34.046695,V,2016,1,23,7,23,15
64843,18.686474,-34.053737,V,2016,1,23,7,23,10
64844,18.715261,-34.051489,V,2016,1,23,7,21,30
64845,18.704192,-34.038083,V,2016,1,23,7,20,45
64846,18.711977,-34.044783,V,2016,1,23,7,19,15
64847,18.713527,-34.045185,V,2016,1,23,7,17,0
64848,18.679532,-34.050852,V,2016,1,23,7,9,15
64849,18.697315,-34.050631,P,2016,1,23,7,20,20
64850,18.697241,-34.050259,V,2016,1,23,7,7,10
64851,18.682645,-34.060461,S,2016,1,24,1,21,6
64852,18.683045,-34.060349,S,2016,1,24,1,21,0
64853,18.682645,-34.060461,S,2016,1,24,1,18,56
64854,18.707103,-34.054879,V,2016,1,24,1,2,25
64855,18.693117,-34.057905,V,2016,1,24,1,21,15
64856,18.693173,-34.057831,V,2016,1,24,1,2,30
64857,18.682645,-34.060461,V,2016,1,24,1,21,0
64858,18.680396,-34.054876,V,2016,1,24,1,11,10
64859,18.710713,-34.056442,V,2016,1,24,1,5,30
64860,18.676402,-34.063541,V,2016,1,24,1,0,30
64861,18.708375,-34.053383,V,2016,1,24,1,20,0
64862,18.674316,-34.053837,V,2016,1,24,1,14,10
64863,18.693117,-34.057905,P,2016,1,24,1,21,15
64864,18.696999,-34.049756,P,2016,1,24,1,0,30
64865,18.699006,-34.052672,V,2016,1,24,1,20,0
64866,18.674492,-34.049842,V,2016,1,25,2,7,30
64867,18.692896,-34.058882,V,2016,1,25,2,5,20
64868,18.680384,-34.048764,V,2016,1,25,2,21,30
64869,18.709045,-34.053122,V,2016,1,25,2,10,50
64870,18.681257,-34.047022,V,2016,1,25,2,15,15
64871,18.714647,-34.053601,V,2016,1,25,2,22,0
64872,18.717271,-34.049851,V,2016,1,25,2,19,15
64873,18.714833,-34.053238,V,2016,1,25,2,16,0
64874,18.676165,-34.071315,V,2016,1,26,3,7,30
64875,18.712401,-34.047178,V,2016,1,26,3,23,30
64876,18.677954,-34.052174,V,2016,1,26,3,5,45
64877,18.710514,-34.037531,V,2016,1,26,3,21,25
64878,18.695008,-34.049988,V,2016,1,26,3,19,10
64879,18.677295,-34.062257,V,2016,1,26,3,10,30
64880,18.678114,-34.056944,V,2016,1,27,4,14,0
64881,18.711387,-34.046629,V,2016,1,27,4,10,50
64882,18.677603,-34.057549,V,2016,1,27,4,8,10
64883,18.689963,-34.046216,V,2016,1,27,4,5,45
64884,18.680275,-34.055267,V,2016,1,27,4,5,5
64885,18.678416,-34.055389,V,2016,1,27,4,5,5
64886,18.699829,-34.045842,V,2016,1,27,4,5,55
64887,18.67763,-34.062499,V,2016,1,28,5,21,45
64888,18.685451,-34.042515,P,2016,1,28,5,7,30
64889,18.691629,-34.049236,V,2016,1,28,5,21,15
64890,18.694138,-34.04985,P,2016,1,28,5,23,10
64891,18.680481,-34.052574,V,2016,1,29,6,10,0
64892,18.681075,-34.050945,V,2016,1,29,6,22,33
64893,18.711483,-34.055399,V,2016,1,29,6,11,0
64894,18.683697,-34.044954,V,2016,1,29,6,23,30
64895,18.700507,-34.047135,V,2016,1,29,6,22,15
64896,18.708845,-34.059722,V,2016,1,29,6,23,40
64897,18.692431,-34.064431,V,2016,1,29,6,21,50
64898,18.693489,-34.056871,V,2016,1,29,6,22,30
64899,18.685498,-34.043231,V,2016,1,29,6,21,30
64900,18.709241,-34.051045,V,2016,1,29,6,21,0
64901,18.683173,-34.046507,V,2016,1,29,6,20,15
64902,18.71421,-34.052428,P,2016,1,29,6,2,20
64903,18.668517,-34.054477,S,2016,1,30,7,12,0
64904,18.681479,-34.057453,V,2016,1,30,7,13,35
64905,18.709982,-34.048404,V,2016,1,30,7,8,10
64906,18.7111,-34.049995,V,2016,1,30,7,0,40
64907,18.673362,-34.053555,V,2016,1,30,7,4,20
64908,18.689393,-34.057127,V,2016,1,30,7,19,10
64909,18.715457,-34.050307,V,2016,1,30,7,1,0
64910,18.675732,-34.063411,V,2016,1,30,7,23,43
64911,18.709189,-34.058801,V,2016,1,30,7,23,30
64912,18.671237,-34.058116,V,2016,1,30,7,23,0
64913,18.668424,-34.054542,V,2016,1,30,7,22,30
64914,18.69712,-34.050584,V,2016,1,30,7,21,40
64915,18.666934,-34.058079,V,2016,1,30,7,21,30
64916,18.70877,-34.059992,V,2016,1,30,7,18,35
64917,18.694617,-34.050286,V,2016,1,30,7,15,15
64918,18.708891,-34.059462,V,2016,1,30,7,13,0
64919,18.709152,-34.059443,V,2016,1,30,7,9,30
64920,18.677765,-34.048828,S,2016,1,31,1,16,0
64921,18.669019,-34.071439,V,2016,1,31,1,5,0
64922,18.693629,-34.05771,V,2016,1,31,1,3,10
64923,18.699423,-34.049797,V,2016,1,31,1,2,15
64924,18.679306,-34.061009,V,2016,1,31,1,21,0
64925,18.66998,-34.053212,V,2016,1,31,1,20,15
64926,18.686698,-34.041566,V,2016,1,31,1,18,40
64927,18.693463,-34.058826,V,2016,1,31,1,18,20
64928,18.685423,-34.043055,V,2016,1,31,1,0,30
64929,18.675965,-34.063216,V,2016,1,31,1,20,15
64930,18.677274,-34.057307,V,2016,1,31,1,13,15
64931,18.714545,-34.049433,V,2016,1,31,1,7,40
64932,18.670576,-34.059151,V,2016,1,31,1,2,0
64933,18.677422,-34.070171,V,2016,2,1,2,4,40
64934,18.677984,-34.057233,V,2016,2,1,2,15,5
64935,18.693124,-34.055378,S,2016,2,1,2,10,0
64936,18.679614,-34.060132,S,2016,2,1,2,9,0
64937,18.675784,-34.071297,V,2016,2,1,2,6,20
64938,18.706126,-34.043712,V,2016,2,1,2,3,40
64939,18.67085,-34.053208,V,2016,2,1,2,19,30
64940,18.670947,-34.056209,V,2016,2,1,2,18,0
64941,18.66123,-34.058604,V,2016,2,1,2,9,20
64942,18.710553,-34.051882,V,2016,2,1,2,7,35
64943,18.687994,-34.058692,P,2016,2,1,2,12,24
64944,18.688357,-34.058896,P,2016,2,1,2,12,0
64945,18.711146,-34.049716,V,2016,2,1,2,21,15
64946,18.685051,-34.043529,S,2016,2,2,3,0,0
64947,18.709077,-34.059369,V,2016,2,2,3,3,15
64948,18.675625,-34.056973,V,2016,2,2,3,21,15
64949,18.686121,-34.053727,P,2016,2,2,3,20,30
64950,18.692029,-34.04918,V,2016,2,2,3,14,15
64951,18.663351,-34.055818,V,2016,2,2,3,7,10
64952,18.678226,-34.062481,V,2016,2,3,4,23,0
64953,18.706508,-34.038436,V,2016,2,3,4,7,5
64954,18.67993,-34.059863,V,2016,2,3,4,5,45
64955,18.668264,-34.055096,V,2016,2,3,4,20,45
64956,18.700796,-34.046679,V,2016,2,3,4,6,45
64957,18.68601,-34.042143,P,2016,2,3,4,19,15
64958,18.700723,-34.049764,V,2016,2,3,4,13,0
64959,18.67319,-34.054544,V,2016,2,4,5,12,15
64960,18.678291,-34.062416,V,2016,2,4,5,19,10
64961,18.689814,-34.046048,V,2016,2,4,5,7,0
64962,18.695236,-34.051601,V,2016,2,4,5,4,50
64963,18.693472,-34.057663,V,2016,2,4,5,18,45
64964,18.69458,-34.057784,V,2016,2,4,5,18,30
64965,18.693043,-34.057831,V,2016,2,4,5,17,20
64966,18.684039,-34.047499,V,2016,2,4,5,16,20
64967,18.688422,-34.058952,V,2016,2,4,5,7,0
64968,18.679807,-34.063791,P,2016,2,4,5,2,0
64969,18.700359,-34.063193,P,2016,2,4,5,0,30
64970,18.675691,-34.071324,V,2016,2,4,5,21,30
64971,18.683818,-34.060154,V,2016,2,5,6,21,15
64972,18.681088,-34.057657,V,2016,2,5,6,15,0
64973,18.679921,-34.060795,V,2016,2,5,6,6,30
64974,18.71038,-34.040456,V,2016,2,5,6,23,30
64975,18.714508,-34.052949,V,2016,2,5,6,22,30
64976,18.709496,-34.057852,V,2016,2,5,6,21,10
64977,18.709421,-34.049251,V,2016,2,5,6,20,20
64978,18.711388,-34.050014,V,2016,2,5,6,13,30
64979,18.678975,-34.054895,V,2016,2,5,6,7,15
64980,18.702949,-34.051879,V,2016,2,6,7,22,0
64981,18.70267,-34.051805,V,2016,2,6,7,22,0
64982,18.691871,-34.049189,V,2016,2,6,7,21,0
64983,18.694939,-34.051824,V,2016,2,6,7,14,45
64984,18.710802,-34.050423,V,2016,2,6,7,14,15
64985,18.710607,-34.050144,V,2016,2,6,7,14,0
64986,18.709215,-34.055419,P,2016,2,6,7,2,10
64987,18.6801,-34.063491,P,2016,2,6,7,4,0
64988,18.707159,-34.058191,P,2016,2,6,7,2,30
64989,18.695032,-34.05175,V,2016,2,6,7,20,30
64990,18.695143,-34.051666,V,2016,2,6,7,9,30
64991,18.675071,-34.062983,V,2016,2,6,7,0,30
64992,18.707629,-34.041278,V,2016,2,7,1,13,30
64993,18.675616,-34.071027,V,2016,2,7,1,18,30
64994,18.675793,-34.071501,V,2016,2,7,1,16,0
64995,18.70395,-34.038167,V,2016,2,7,1,14,30
64996,18.695134,-34.051517,V,2016,2,7,1,11,0
64997,18.696831,-34.04998,V,2016,2,7,1,14,0
64998,18.685805,-34.054202,V,2016,2,7,1,7,0
64999,18.680462,-34.052639,V,2016,2,7,1,4,0
65000,18.677923,-34.049005,V,2016,2,8,2,5,3
65001,18.677625,-34.048772,V,2016,2,8,2,5,3
65002,18.693155,-34.057896,V,2016,2,8,2,21,0
65003,18.702673,-34.054309,V,2016,2,8,2,16,0
65004,18.675625,-34.071157,P,2016,2,8,2,13,30
65005,18.675774,-34.071483,V,2016,2,8,2,21,0
65006,18.685842,-34.043464,V,2016,2,8,2,20,20
65007,18.688566,-34.05658,V,2016,2,9,3,13,0
65008,18.688673,-34.06205,V,2016,2,9,3,4,30
65009,18.710155,-34.056638,V,2016,2,9,3,12,15
65010,18.67664,-34.049943,V,2016,2,10,4,17,40
65011,18.674567,-34.05261,V,2016,2,10,4,18,15
65012,18.67543,-34.071259,P,2016,2,10,4,3,0
65013,18.712783,-34.046918,P,2016,2,10,4,14,45
65014,18.677714,-34.05767,V,2016,2,11,5,21,22
65015,18.680537,-34.052713,V,2016,2,11,5,5,20
65016,18.677714,-34.05767,V,2016,2,11,5,21,0
65017,18.682232,-34.05975,P,2016,2,11,5,9,15
65018,18.69906,-34.049434,V,2016,2,11,5,21,15
65019,18.673349,-34.054609,V,2016,2,11,5,13,30
65020,18.675584,-34.059293,V,2016,2,12,6,4,30
65021,18.675304,-34.063476,S,2016,2,12,6,1,30
65022,18.709337,-34.049065,V,2016,2,12,6,22,15
65023,18.716006,-34.049246,V,2016,2,12,6,22,40
65024,18.687275,-34.042255,V,2016,2,12,6,20,0
65025,18.696461,-34.050189,V,2016,2,12,6,6,50
65026,18.710267,-34.056731,V,2016,2,12,6,16,0
65027,18.68063,-34.051466,V,2016,2,13,7,9,20
65028,18.685061,-34.043464,V,2016,2,13,7,22,30
