idd,x,y,cc,year,month,day,dayn,hour,min
65029,18.681417,-34.037098,V,2016,2,13,7,19,30
65030,18.663224,-34.058015,V,2016,2,13,7,18,30
65031,18.695004,-34.051675,V,2016,2,13,7,23,40
65032,18.695004,-34.05148,V,2016,2,13,7,23,10
65033,18.693119,-34.058296,V,2016,2,13,7,21,40
65034,18.71127,-34.057513,V,2016,2,13,7,18,50
65035,18.685647,-34.04179,V,2016,2,13,7,18,30
65036,18.704182,-34.038176,V,2016,2,13,7,18,10
65037,18.680783,-34.05372,V,2016,2,13,7,15,10
65038,18.711819,-34.044457,V,2016,2,13,7,11,15
65039,18.700686,-34.049755,P,2016,2,13,7,12,15
65040,18.679593,-34.061309,P,2016,2,13,7,0,5
65041,18.678286,-34.055137,V,2016,2,13,7,18,20
65042,18.701509,-34.049127,V,2016,2,13,7,6,20
65043,18.713238,-34.046946,V,2016,2,13,7,5,30
65044,18.67926,-34.059863,V,2016,2,13,7,2,0
65045,18.71123,-34.049697,V,2016,2,14,1,18,0
65046,18.671695,-34.052238,S,2016,2,14,1,3,0
65047,18.694976,-34.051787,S,2016,2,14,1,0,30
65048,18.675719,-34.071511,V,2016,2,14,1,8,34
65049,18.697623,-34.041207,V,2016,2,14,1,0,25
65050,18.695668,-34.042247,V,2016,2,14,1,20,15
65051,18.668572,-34.054449,V,2016,2,14,1,14,0
65052,18.667264,-34.058517,V,2016,2,14,1,1,20
65053,18.680883,-34.05776,P,2016,2,14,1,12,0
65054,18.710734,-34.057182,V,2016,2,14,1,20,45
65055,18.688742,-34.05645,V,2016,2,14,1,11,0
65056,18.669732,-34.054212,V,2016,2,14,1,0,30
65057,18.693296,-34.058389,V,2016,2,15,2,7,30
65058,18.685126,-34.043324,V,2016,2,15,2,9,45
65059,18.68093,-34.057611,V,2016,2,15,2,11,30
65060,18.68574,-34.042059,V,2016,2,15,2,18,20
65061,18.696383,-34.045737,V,2016,2,15,2,16,50
65062,18.702834,-34.064747,V,2016,2,16,3,10,40
65063,18.688965,-34.056329,V,2016,2,16,3,21,10
65064,18.698967,-34.049056,V,2016,2,16,3,8,0
65065,18.693822,-34.055555,V,2016,2,16,3,4,30
65066,18.690019,-34.046113,V,2016,2,16,3,14,0
65067,18.675952,-34.053002,P,2016,2,16,3,20,0
65068,18.681268,-34.061253,P,2016,2,16,3,0,30
65069,18.681984,-34.036875,V,2016,2,17,4,20,0
65070,18.676095,-34.062071,P,2016,2,17,4,21,30
65071,18.714131,-34.045225,P,2016,2,17,4,0,25
65072,18.681432,-34.057462,V,2016,2,18,5,13,30
65073,18.677454,-34.056544,V,2016,2,18,5,15,0
65074,18.666921,-34.059728,P,2016,2,18,5,12,45
65075,18.712717,-34.046964,V,2016,2,19,6,20,0
65076,18.701032,-34.039682,V,2016,2,19,6,21,20
65077,18.676588,-34.06235,V,2016,2,19,6,23,0
65078,18.678121,-34.061228,V,2016,2,19,6,22,45
65079,18.701032,-34.039682,V,2016,2,19,6,21,15
65080,18.697605,-34.041161,V,2016,2,19,6,20,0
65081,18.71022,-34.056591,V,2016,2,19,6,6,40
65082,18.678872,-34.055389,V,2016,2,19,6,18,15
65083,18.685085,-34.054464,V,2016,2,19,6,17,15
65084,18.676141,-34.061755,P,2016,2,19,6,23,0
65085,18.682906,-34.051598,V,2016,2,19,6,17,30
65086,18.696331,-34.050227,V,2016,2,20,7,22,30
65087,18.692122,-34.049329,V,2016,2,20,7,20,0
65088,18.674941,-34.063458,V,2016,2,20,7,7,0
65089,18.696108,-34.054249,P,2016,2,20,7,2,15
65090,18.70314,-34.038567,V,2016,2,20,7,23,0
65091,18.711444,-34.05792,V,2016,2,20,7,21,0
65092,18.670216,-34.055699,V,2016,2,20,7,18,0
65093,18.710257,-34.056526,V,2016,2,21,1,6,5
65094,18.685926,-34.054276,V,2016,2,21,1,0,10
65095,18.675672,-34.071464,V,2016,2,21,1,20,30
65096,18.698513,-34.053026,V,2016,2,21,1,0,31
65097,18.698513,-34.053026,V,2016,2,21,1,0,30
65098,18.708299,-34.047854,V,2016,2,21,1,16,0
65099,18.700274,-34.045604,V,2016,2,21,1,0,13
65100,18.71151,-34.057828,V,2016,2,21,1,0,0
65101,18.696942,-34.043326,P,2016,2,21,1,8,47
65102,18.685061,-34.043455,V,2016,2,21,1,22,30
65103,18.710173,-34.056591,V,2016,2,21,1,8,0
65104,18.704154,-34.038176,V,2016,2,21,1,0,35
65105,18.685851,-34.054351,V,2016,2,21,1,0,0
65106,18.711972,-34.055113,V,2016,2,22,2,1,30
65107,18.669721,-34.051653,V,2016,2,22,2,16,30
65108,18.691104,-34.05045,S,2016,2,22,2,7,30
65109,18.688835,-34.056143,P,2016,2,22,2,7,45
65110,18.712464,-34.052743,V,2016,2,22,2,19,30
65111,18.708383,-34.0479,V,2016,2,23,3,11,45
65112,18.674718,-34.063439,V,2016,2,23,3,10,30
65113,18.677579,-34.048949,V,2016,2,23,3,17,45
65114,18.688091,-34.045917,V,2016,2,23,3,10,30
65115,18.68063,-34.052425,V,2016,2,23,3,21,0
65116,18.670446,-34.057577,V,2016,2,24,4,13,0
65117,18.680911,-34.057704,V,2016,2,24,4,16,0
65118,18.695905,-34.043128,V,2016,2,24,4,8,0
65119,18.670446,-34.057577,P,2016,2,24,4,13,0
65120,18.66998,-34.054208,V,2016,2,24,4,4,46
65121,18.680772,-34.057704,S,2016,2,25,5,23,0
65122,18.675588,-34.071511,V,2016,2,25,5,20,30
65123,18.678267,-34.055444,V,2016,2,25,5,12,30
65124,18.688723,-34.056254,V,2016,2,25,5,4,30
65125,18.680911,-34.057657,S,2016,2,25,5,23,0
65126,18.668405,-34.054151,V,2016,2,25,5,16,30
65127,18.710239,-34.056861,P,2016,2,25,5,13,30
65128,18.691871,-34.049161,V,2016,2,26,6,10,45
65129,18.695895,-34.043072,V,2016,2,26,6,23,45
65130,18.673528,-34.060456,V,2016,2,26,6,16,0
65131,18.700579,-34.050104,P,2016,2,26,6,20,20
65132,18.680837,-34.057546,P,2016,2,26,6,2,30
65133,18.675663,-34.071222,V,2016,2,27,7,11,0
65134,18.685972,-34.054453,V,2016,2,27,7,3,0
65135,18.673181,-34.054786,V,2016,2,27,7,2,0
65136,18.710322,-34.056628,V,2016,2,27,7,18,30
65137,18.67783,-34.048893,V,2016,2,27,7,10,30
65138,18.694231,-34.043068,V,2016,2,27,7,21,30
65139,18.695153,-34.051731,V,2016,2,27,7,21,30
65140,18.675486,-34.071585,V,2016,2,27,7,16,0
65141,18.688742,-34.056236,V,2016,2,27,7,1,0
65142,18.671265,-34.057707,V,2016,2,27,7,21,30
65143,18.698118,-34.042829,V,2016,2,27,7,13,58
65144,18.710053,-34.056712,V,2016,2,27,7,10,15
65145,18.695171,-34.051694,V,2016,2,27,7,7,0
65146,18.680958,-34.057481,V,2016,2,28,1,20,30
65147,18.681014,-34.057825,V,2016,2,28,1,17,10
65148,18.712,-34.054685,V,2016,2,28,1,16,30
65149,18.670985,-34.0554,V,2016,2,28,1,4,15
65150,18.71069,-34.050265,V,2016,2,28,1,23,30
65151,18.708819,-34.042515,V,2016,2,28,1,9,45
65152,18.697447,-34.041338,V,2016,2,28,1,13,0
65153,18.694443,-34.056706,P,2016,2,28,1,5,0
65154,18.673367,-34.054786,V,2016,2,28,1,23,15
65155,18.710127,-34.056656,V,2016,2,28,1,23,0
65156,18.699032,-34.050225,V,2016,2,28,1,19,30
65157,18.689777,-34.04629,V,2016,2,28,1,2,0
65158,18.680995,-34.057676,V,2016,2,28,1,2,0
65159,18.678498,-34.061968,S,2016,2,29,2,0,45
65160,18.691035,-34.064552,V,2016,2,29,2,5,10
65161,18.662629,-34.058146,V,2016,2,29,2,6,30
65162,18.709978,-34.056591,V,2016,2,29,2,19,15
65163,18.675821,-34.071455,V,2016,2,29,2,15,0
65164,18.710192,-34.05661,V,2016,2,29,2,9,45
65165,18.688798,-34.056357,V,2016,2,29,2,7,5
65166,18.684662,-34.053773,V,2016,2,29,2,17,30
65167,18.710248,-34.056544,V,2016,2,29,2,4,10
65168,18.70177,-34.05092,V,2016,2,29,2,2,30
65169,18.70815,-34.041408,V,2016,3,1,3,5,30
65170,18.678179,-34.059899,V,2016,3,1,3,3,10
65171,18.695106,-34.051917,V,2016,3,1,3,22,15
65172,18.688844,-34.056366,V,2016,3,1,3,18,0
65173,18.710746,-34.050321,V,2016,3,1,3,20,15
65174,18.71022,-34.056619,P,2016,3,1,3,7,19
65175,18.710183,-34.056563,V,2016,3,1,3,20,30
65176,18.708496,-34.053132,V,2016,3,1,3,20,0
65177,18.707712,-34.041594,V,2016,3,1,3,15,40
65178,18.710025,-34.0566,V,2016,3,2,4,11,30
65179,18.6732,-34.054739,V,2016,3,2,4,5,20
65180,18.712662,-34.046899,S,2016,3,2,4,8,16
65181,18.691927,-34.049226,S,2016,3,2,4,0,15
65182,18.71268,-34.046936,V,2016,3,2,4,8,15
65183,18.673153,-34.054544,V,2016,3,2,4,5,0
65184,18.667506,-34.058238,V,2016,3,2,4,11,30
65185,18.695097,-34.051564,V,2016,3,3,5,4,17
65186,18.680499,-34.05248,V,2016,3,3,5,21,30
65187,18.71281,-34.046918,V,2016,3,3,5,17,0
65188,18.681397,-34.048205,V,2016,3,3,5,22,30
65189,18.675323,-34.059878,V,2016,3,3,5,17,0
65190,18.710146,-34.056544,V,2016,3,3,5,11,35
65191,18.674069,-34.054095,V,2016,3,4,6,17,0
65192,18.712615,-34.046964,V,2016,3,4,6,15,0
65193,18.699478,-34.049704,V,2016,3,4,6,22,0
65194,18.701066,-34.064049,V,2016,3,4,6,20,0
65195,18.674069,-34.054095,V,2016,3,4,6,17,0
65196,18.67852,-34.062159,V,2016,3,4,6,12,30
65197,18.712792,-34.046908,V,2016,3,4,6,10,25
65198,18.68987,-34.045685,P,2016,3,4,6,13,15
65199,18.670772,-34.058219,P,2016,3,4,6,18,0
65200,18.708019,-34.041296,V,2016,3,4,6,20,0
65201,18.710231,-34.038056,V,2016,3,4,6,2,0
65202,18.678528,-34.048847,V,2016,3,5,7,0,50
65203,18.6798,-34.059825,V,2016,3,5,7,20,0
65204,18.710025,-34.056721,V,2016,3,5,7,20,0
65205,18.694907,-34.059037,V,2016,3,5,7,19,0
65206,18.668498,-34.05443,P,2016,3,5,7,22,0
65207,18.71022,-34.056526,V,2016,3,5,7,22,0
65208,18.696023,-34.062328,V,2016,3,5,7,20,30
65209,18.710932,-34.050125,V,2016,3,5,7,20,30
65210,18.704257,-34.03905,V,2016,3,5,7,6,0
65211,18.710724,-34.056559,V,2016,3,6,1,21,45
65212,18.687063,-34.055413,V,2016,3,6,1,16,15
65213,18.710229,-34.056582,V,2016,3,6,1,8,30
65214,18.710276,-34.056572,V,2016,3,6,1,23,35
65215,18.682127,-34.057271,V,2016,3,6,1,19,40
65216,18.678114,-34.057521,V,2016,3,6,1,3,0
65217,18.677718,-34.048875,V,2016,3,6,1,20,0
65218,18.708891,-34.059173,V,2016,3,6,1,19,15
65219,18.710294,-34.056591,V,2016,3,6,1,19,0
65220,18.71147,-34.057828,V,2016,3,6,1,18,20
65221,18.676011,-34.069873,V,2016,3,6,1,13,0
65222,18.708364,-34.047956,V,2016,3,6,1,1,0
65223,18.668169,-34.059127,V,2016,3,6,1,0,0
65224,18.710201,-34.056517,V,2016,3,6,1,14,0
65225,18.67997,-34.063407,V,2016,3,6,1,4,15
65226,18.685693,-34.054183,S,2016,3,7,2,5,0
65227,18.683533,-34.060887,V,2016,3,7,2,0,30
65228,18.664672,-34.056562,V,2016,3,7,2,0,25
65229,18.712866,-34.046992,V,2016,3,7,2,4,0
65230,18.670772,-34.057856,V,2016,3,7,2,14,0
65231,18.710211,-34.056572,V,2016,3,7,2,11,0
65232,18.685758,-34.054183,V,2016,3,7,2,20,40
65233,18.672691,-34.059299,V,2016,3,7,2,20,0
65234,18.671877,-34.054711,V,2016,3,7,2,8,0
65235,18.673023,-34.053995,V,2016,3,8,3,6,30
65236,18.680707,-34.057583,V,2016,3,8,3,12,30
65237,18.67791,-34.057149,P,2016,3,8,3,17,30
65238,18.663332,-34.055976,V,2016,3,9,4,6,35
65239,18.685963,-34.042338,V,2016,3,9,4,6,0
65240,18.679378,-34.053905,V,2016,3,9,4,23,45
65241,18.710681,-34.049856,V,2016,3,9,4,10,30
65242,18.685675,-34.043511,V,2016,3,10,5,4,0
65243,18.693484,-34.058544,V,2016,3,11,6,21,10
65244,18.708082,-34.058224,V,2016,3,11,6,16,0
65245,18.714035,-34.055061,V,2016,3,11,6,15,0
65246,18.685777,-34.054221,V,2016,3,11,6,12,15
65247,18.706655,-34.050128,V,2016,3,11,6,6,10
65248,18.689684,-34.046011,V,2016,3,12,7,5,50
65249,18.6757,-34.071231,V,2016,3,12,7,15,45
65250,18.702547,-34.052298,V,2016,3,12,7,23,31
65251,18.703978,-34.038055,V,2016,3,12,7,15,30
65252,18.685721,-34.043436,V,2016,3,12,7,12,10
65253,18.704479,-34.045541,V,2016,3,12,7,22,35
65254,18.685758,-34.043483,V,2016,3,12,7,13,5
65255,18.710681,-34.050163,V,2016,3,12,7,13,1
65256,18.692971,-34.064738,V,2016,3,13,1,17,0
65257,18.689554,-34.04602,V,2016,3,13,1,10,50
65258,18.683519,-34.056558,V,2016,3,13,1,17,0
65259,18.687938,-34.058692,V,2016,3,13,1,23,20
65260,18.669781,-34.05656,V,2016,3,13,1,18,0
65261,18.664532,-34.056497,V,2016,3,13,1,12,0
65262,18.680471,-34.052518,V,2016,3,13,1,3,15
65263,18.71025,-34.056577,V,2016,3,13,1,0,0
65264,18.691946,-34.04918,P,2016,3,13,1,4,15
65265,18.706708,-34.054318,V,2016,3,13,1,20,0
65266,18.704015,-34.037971,V,2016,3,13,1,13,15
65267,18.710155,-34.056498,V,2016,3,13,1,0,20
65268,18.690756,-34.065482,V,2016,3,14,2,5,46
65269,18.710276,-34.056517,V,2016,3,14,2,5,15
65270,18.712699,-34.046881,P,2016,3,14,2,2,40
65271,18.712717,-34.047243,V,2016,3,14,2,6,50
65272,18.685163,-34.04338,V,2016,3,14,2,6,50
65273,18.667689,-34.05389,V,2016,3,14,2,6,0
65274,18.710476,-34.049967,V,2016,3,14,2,16,55
65275,18.681246,-34.056748,V,2016,3,14,2,7,20
65276,18.698958,-34.048712,V,2016,3,15,3,4,12
65277,18.706274,-34.040557,V,2016,3,15,3,11,0
65278,18.685842,-34.043557,V,2016,3,15,3,8,0
65279,18.689654,-34.056506,V,2016,3,15,3,16,30
65280,18.677556,-34.057456,V,2016,3,15,3,8,0
65281,18.667292,-34.058144,V,2016,3,16,4,23,0
65282,18.677672,-34.048809,V,2016,3,16,4,15,15
65283,18.706099,-34.043228,P,2016,3,16,4,20,45
65284,18.711877,-34.051707,P,2016,3,16,4,19,30
65285,18.710136,-34.056582,P,2016,3,16,4,11,30
65286,18.692952,-34.064691,V,2016,3,16,4,14,15
65287,18.671442,-34.057735,V,2016,3,17,5,19,30
65288,18.693119,-34.058482,V,2016,3,17,5,15,15
65289,18.700093,-34.048577,V,2016,3,17,5,13,20
65290,18.706108,-34.038371,V,2016,3,17,5,13,0
65291,18.710211,-34.05647,V,2016,3,17,5,20,0
65292,18.711197,-34.057242,S,2016,3,18,6,20,15
65293,18.681113,-34.052248,V,2016,3,18,6,17,0
65294,18.714285,-34.050651,V,2016,3,18,6,22,20
65295,18.685758,-34.054165,V,2016,3,18,6,21,20
65296,18.676384,-34.056684,S,2016,3,19,7,2,0
65297,18.680102,-34.037892,V,2016,3,19,7,21,0
65298,18.680937,-34.052248,V,2016,3,19,7,5,35
65299,18.715822,-34.049905,V,2016,3,19,7,20,40
65300,18.680397,-34.052201,V,2016,3,19,7,12,10
65301,18.689077,-34.063236,P,2016,3,19,7,15,30
65302,18.676384,-34.056684,P,2016,3,19,7,2,0
65303,18.69351,-34.058594,V,2016,3,19,7,22,15
65304,18.690869,-34.047446,V,2016,3,19,7,19,0
65305,18.667893,-34.054393,V,2016,3,19,7,18,40
65306,18.678282,-34.057456,V,2016,3,19,7,15,0
65307,18.706531,-34.041129,V,2016,3,19,7,6,20
65308,18.711329,-34.057759,S,2016,3,20,1,21,1
65309,18.683566,-34.036884,V,2016,3,20,1,20,45
65310,18.711405,-34.057685,V,2016,3,20,1,17,0
65311,18.711002,-34.047771,V,2016,3,20,1,12,45
65312,18.710923,-34.057281,V,2016,3,20,1,9,0
65313,18.698996,-34.052831,V,2016,3,20,1,7,0
65314,18.679409,-34.061121,V,2016,3,20,1,9,18
65315,18.709855,-34.0578,V,2016,3,21,2,20,30
65316,18.688583,-34.045622,S,2016,3,21,2,3,0
65317,18.709855,-34.0578,V,2016,3,21,2,20,31
65318,18.693007,-34.056889,V,2016,3,21,2,13,50
65319,18.685228,-34.045185,V,2016,3,21,2,21,0
65320,18.709552,-34.058364,V,2016,3,21,2,20,40
65321,18.696166,-34.039387,V,2016,3,21,2,9,0
65322,18.693236,-34.056587,V,2016,3,21,2,0,30
65323,18.688583,-34.045622,P,2016,3,21,2,2,45
65324,18.716573,-34.050586,V,2016,3,21,2,21,10
65325,18.680912,-34.069915,V,2016,3,21,2,16,0
65326,18.688583,-34.045622,V,2016,3,21,2,3,0
65327,18.711489,-34.048788,V,2016,3,22,3,18,10
65328,18.670552,-34.056664,V,2016,3,22,3,14,46
65329,18.695709,-34.043007,V,2016,3,22,3,11,45
65330,18.688078,-34.058729,V,2016,3,22,3,22,0
65331,18.690811,-34.058817,V,2016,3,22,3,20,30
65332,18.692186,-34.055876,V,2016,3,22,3,19,30
65333,18.716824,-34.051033,V,2016,3,22,3,16,45
65334,18.684336,-34.047564,V,2016,3,22,3,3,30
65335,18.670552,-34.056664,P,2016,3,22,3,14,45
65336,18.695086,-34.042635,P,2016,3,22,3,11,45
65337,18.695134,-34.05175,P,2016,3,22,3,1,25
65338,18.707024,-34.046174,P,2016,3,23,4,9,10
65339,18.693124,-34.05548,V,2016,3,23,4,20,20
65340,18.705588,-34.0627,V,2016,3,23,4,20,40
65341,18.681002,-34.052378,V,2016,3,23,4,19,30
65342,18.681705,-34.037126,V,2016,3,23,4,9,0
65343,18.709143,-34.059201,P,2016,3,23,4,7,45
65344,18.708798,-34.059918,P,2016,3,23,4,23,0
65345,18.714796,-34.050037,V,2016,3,24,5,9,15
65346,18.714722,-34.051907,V,2016,3,24,5,6,13
65347,18.714722,-34.051907,V,2016,3,24,5,6,12
65348,18.714722,-34.051907,V,2016,3,24,5,6,11
65349,18.714722,-34.051907,V,2016,3,24,5,6,10
65350,18.691025,-34.048845,V,2016,3,24,5,11,45
65351,18.704099,-34.038064,V,2016,3,24,5,14,0
65352,18.713164,-34.046974,S,2016,3,24,5,23,0
65353,18.681619,-34.057387,S,2016,3,25,6,20,15
65354,18.688881,-34.065059,V,2016,3,25,6,0,1
65355,18.694132,-34.058297,V,2016,3,25,6,21,30
65356,18.698976,-34.05002,V,2016,3,25,6,17,0
65357,18.709426,-34.048177,V,2016,3,25,6,16,15
65358,18.708984,-34.056698,V,2016,3,25,6,14,30
65359,18.711955,-34.046704,V,2016,3,25,6,13,0
65360,18.713527,-34.047067,V,2016,3,25,6,12,0
65361,18.70815,-34.041473,V,2016,3,25,6,8,30
65362,18.697112,-34.050059,V,2016,3,25,6,0,0
65363,18.688881,-34.065059,P,2016,3,25,6,0,0
65364,18.702943,-34.05225,V,2016,3,25,6,22,0
65365,18.678789,-34.060378,V,2016,3,25,6,22,0
65366,18.694489,-34.059381,V,2016,3,25,6,20,30
65367,18.693983,-34.058502,V,2016,3,25,6,19,40
65368,18.693227,-34.055396,V,2016,3,26,7,19,30
65369,18.711335,-34.044904,V,2016,3,26,7,23,15
65370,18.679833,-34.071916,V,2016,3,26,7,2,54
65371,18.681656,-34.057871,V,2016,3,26,7,23,45
65372,18.701655,-34.048104,V,2016,3,26,7,20,20
65373,18.714461,-34.053247,V,2016,3,26,7,19,0
65374,18.711254,-34.052203,V,2016,3,26,7,18,30
65375,18.684085,-34.046819,V,2016,3,26,7,6,0
65376,18.708234,-34.047751,V,2016,3,26,7,2,0
65377,18.712284,-34.044727,V,2016,3,27,1,3,15
65378,18.708938,-34.059424,V,2016,3,27,1,10,0
65379,18.68494,-34.041222,V,2016,3,27,1,21,40
65380,18.693332,-34.058372,V,2016,3,27,1,19,45
65381,18.693155,-34.058474,V,2016,3,27,1,18,20
65382,18.714257,-34.053535,V,2016,3,27,1,17,55
65383,18.703959,-34.038008,V,2016,3,27,1,15,0
65384,18.715187,-34.052242,V,2016,3,27,1,9,30
65385,18.689517,-34.049096,V,2016,3,27,1,7,1
65386,18.66825,-34.058051,V,2016,3,27,1,1,11
65387,18.677588,-34.048884,P,2016,3,27,1,19,0
65388,18.710006,-34.056126,P,2016,3,27,1,8,20
65389,18.71322,-34.046788,V,2016,3,27,1,19,40
65390,18.706404,-34.045732,V,2016,3,27,1,14,20
65391,18.667725,-34.055495,V,2016,3,27,1,0,30
65392,18.714554,-34.051461,S,2016,3,28,2,1,0
65393,18.694758,-34.042931,V,2016,3,28,2,21,15
65394,18.702716,-34.051702,V,2016,3,28,2,8,0
65395,18.678626,-34.050644,V,2016,3,28,2,15,30
65396,18.7117,-34.040044,V,2016,3,28,2,15,15
65397,18.698474,-34.049723,P,2016,3,28,2,20,30
65398,18.714266,-34.053284,P,2016,3,28,2,1,45
65399,18.70005,-34.048277,V,2016,3,29,3,4,45
65400,18.712755,-34.04689,P,2016,3,29,3,13,45
65401,18.667413,-34.058126,V,2016,3,29,3,2,0
65402,18.712727,-34.046908,V,2016,3,30,4,19,0
65403,18.694985,-34.051526,V,2016,3,30,4,5,15
65404,18.690598,-34.046323,V,2016,3,30,4,9,30
65405,18.674928,-34.069398,V,2016,3,30,4,17,40
65406,18.673978,-34.058732,V,2016,3,30,4,10,0
65407,18.690598,-34.046323,V,2016,3,30,4,9,30
65408,18.685656,-34.043418,V,2016,3,31,5,0,37
